,0
0,正しい人権意識を身に付け，心身ともに健全な国民として育成されるように，次の諸施策を講じている。（１）啓発活動等青少年に正しい人権意識を普及浸透させるために，講演会
1,今御説明しましたように、最近の経済情勢のもとでは、公共事業など景気に配慮した諸施策を実施するためにやむを得ない措置として大量の建設公債の発行を行ってきたわけで
2,まで五十九年度を目標年度とする削減基本方針及び総量削減計画に基づき，下水道の整備，総量規制基準の適用等の諸施策が実施されてきている。その実施状況をみると１ＣＯＤの発生負荷量は，東京湾，伊勢湾，
3,れたものである。この基本構想案によると，今後，国鉄は経営の重点化・減量化のための諸施策を講じ，要員については当面，六十年度三十五万人体制をめざすほか，運賃の適時適切な改定，
4,」において「防衛力整備の具体的実施に際しては、そのときどきにおける経済財政事情等を勘案し、国の他の諸施策との調和を図りつつ行うものとする」との基本方針のみが示されている。
5,が、２工場分については二十億円程度のコスト削減を見込んでいる」（広報ＩＲ）という。これらの諸施策による０９年３月期の業績に与える影響については、０９年２月９日に行う０９年３月期第３四半期決算発表の
6,を図るための方策としてマルチ・チャンネル・アクセスシステム（ＭＣＡシステム）の導入，通信路間隔の縮小（ナロー化）の推進等諸施策が講じられている。２有線電気通信有線電気通信設備の設置の態様は，単独設置，共同設置及び
7,に付け，心身共に健全で，有為な社会の一員として育成されるよう，次の諸施策を講じている。（１）啓発広報活動国民一般が正しい人権意識を持ち，その高揚を
8,は，ＬＰＧタンク，エチレン製造設備等の高圧ガスプラントの耐震構造化を図るため，特殊法人高圧ガス保安協会に委託して，以下の諸施策を推進する。ａ高圧ガスプラント耐震設計認定委員会運営学識経験者から成る専門の委員会を設置し，新設される高圧ガスプラントが
9,労働者のための各種施設の整備及び運営、失業対策等の施策を行っている。これらの諸施策に要する経費である労働費の決算額は四千三百六十一億円で、歳出総額の０．９％（都道府県０．８％、市町村０．８％
10,ます。農林水産省におかれましても、供給の安定とそれによる価格安定を期待するための諸施策を講じておられますことは認めます。しかし、その施策が十分な効果を発揮し
11,）土地の有効利用の促進―総合的な土地利用計画の整備・充実と土地の有効利用のための諸施策の推進―土地の有効利用に向けては，総合的な土地利用計画を整備・充実するとともに，都心居住
12,の建設、整備等を行うとともに、これらの施設の維持管理を行っている。これらの諸施策の推進に要する経費である土木費の決算額は二十三兆三百二十八億円で、歳出総額に占める割合は二十三．三％（
13,六十年４月現在では百四十五施設）。さらに，海洋汚染防止思想の普及・啓蒙及び関係法令の周知徹底を図るための諸施策を講じている。（浄化対策）海洋の浄化対策として，港湾区域内においては堆積汚泥の浚渫，
14,を目標年度とする総量削減基本方針に基づき総量削減計画が定められ、下水道の整備、総量規制基準の適用等の諸施策が実施されてきている。その実施状況をみると、ＣＯＤの発生負荷量は、東京湾、伊勢湾
15,職業訓練の充実、労使関係の安定、労働者のための各種施設の整備、運営及び失業対策等の諸施策を推進し、労働者の福祉向上に努めている。これら諸施策に要する経費である労働費の決算額は
16,５つを掲げている。また，今後の施策推進の主要な課題として，在宅生活支援のための諸施策の充実，障害の重度化・高齢化への対応，親亡きあとの対策の充実，社会活動への
17,都市緑化対策の推進）都市の緑化を総合的に推進するためには、緑のマスタープランに基づく諸施策の推進と併せて、道路、河川等公共公益施設の緑化及び市街地の約５割を占める民有地の緑
18,，湖沼等については，「水質汚濁防止法」，「湖沼水質保全特別措置法」等に基づき，適切な水質が確保・保全されるよう諸施策を実施する。６土壌汚染対策農用地の土壌汚染対策については，引き続き「農用地の土壌の汚染防止等
19,係る対策を推進するとともに、し尿・ごみなど一般廃棄物の収集、処理等、住民の日常生活に密着した諸施策を実施している。これらの諸施策の推進に要する経費である衛生費の決算額は６兆四千七百四十五億円で
20,ための各種福祉施設の整備及び運営、生活保護の実施等の施策を行っている。これらの諸施策の推進に要する経費である民生費の決算額は十三兆四千四百五十四億円で、前年度と比べると５．７％増（前年度
21,ライフステージに応じた各種施策を整備することとしており，今後，これらの計画に掲げた諸施策の実現に向けて，県と市町村が一体となって取り組むこととしております
22,国民の生命、身体及び財産を保護することなどが警察行政の内容である。これらの諸施策に要する経費である警察費の決算額は３兆四千五百六十六億円で、前年度と比べると１．０％増（前年度１．２％増）
23,一般廃棄物の収集、処理等、住民の日常生活に密着した諸施策を実施している。これらの諸施策の推進に要する経費である衛生費の決算額は６兆四千七百四十五億円で、歳出総額の６．５％（都道府県３．８％、
24,特色を生かしながら個性的な教育研究がどんどんできるように、私学振興につきましていろいろな諸施策を講じていきたい、そういうふうに思っております。○山元委員政務次官は。○河村政務次官
25,は、住民の健康を保持増進し生活環境の改善を図るため、各種医療対策、公衆衛生、精神衛生対策等の諸施策を推進するとともに、し尿・ごみ等一般廃棄物の収集、処理、さらには公害対策の推進等住民の日常生活に密着した
26,緩やかなものにとどまる一要素となっていること等の状況を踏まえ，新総合土地政策推進要綱に示された諸施策を具体化するとともに，さらなる土地の有効利用促進策が取りまとめられている。また，これらの施策を通じて土地取引
27,の建設、整備等を行うとともに、これらの施設の維持管理を行っている。これらの諸施策の推進に要する経費である土木費の決算額は二十一兆三千三百四億円で、前年度に比べると５．１％減（前年度
28,夜間事故，高速道路の事故等が依然として多発していることなどを踏まえて，次の諸施策を強力に推進する。ア自動車乗車中の死傷者数の減少方策昭和六十三年以降急増傾向にある自動車乗車中の
29,）へき地教育国は，へき地教育振興法（昭二十九法百四十三）に基づき，スクールバス等購入費の補助等へき地学校に対する諸施策を講じて教育水準の維持向上を図っている。また，へき地学校の教育内容及び指導方法の充実
30,たようなことでございまして、やはり最後のとりでといいますか、地法あるいは諸施策を活用した上で、力足らずあるいは及ばず生活費がその分足りないという場合に
31,ための各種福祉施設の整備及び運営、生活保護の実施等の施策を行っている。これらの諸施策の推進に要する経費である民生費の決算額は十一兆九千七百九十九億円で、歳出総額に占める割合は十二．一％（
32,全国の都市地域において１万分の１地形図及び空間データ基盤を整備している。このほか、防災、環境保全、地域開発等の諸施策に資する地理調査を実施し、各種の主題図を作成している。また、高度情報化社会に対応し、地図
33,いけない。つまり、ここの文章表現をかりると「児童、生徒等の健康の保持増進に関する諸施策を総合的に推進することは、文教行政の重要な課題となっております。」、こう
34,は，救急搬送に係る傷病者の救命効果の向上を図るため，救急業務の高度化のための諸施策を積極的に推進した。（国費七千四百七十九千円）（三十三）救助資機材等総合整備の推進消防庁
35,総合的，計画的に推進することにした。鉄軌道，海上及び航空交通における事故は，これらの諸施策の推進によって，全体として横ばいないし減少傾向にあるが，昭和六十年８月の日航機墜落事故のよう
36,の心身の健全な成長・発達と生活保障のために、子どもを取り巻く多くの生活福祉課題を解決する諸施策を立案し、法制化しなければならない。これらの施策を実践する仕組みが、児童福祉行政のサービス供給体系である。
37,。そこで，それらの営業に対しては，環境衛生関係営業の運営の適正化に関する法律に基づく諸施策により衛生施設の改善向上，経営の健全等を通じて衛生水準の維持，向上を図っている。一方，
38,でありますが、最近の国際情勢、厳しい財政事情などを勘案いたしまして、国の他の諸施策との調和を図りながら、効率的で節度ある防衛力の整備を進めるための必要最小限の経費
39,ための各種福祉施設の設備及び運営、生活保護の実施等の施策を行っている。これらの諸施策の推進に要する経費である民生費の決算額は十二兆七千二百十五億円で、前年度と比べると４．３％増（前年度
