,0
0,玄関らしい玄関というのはなかった。とはいっても、現在では、出入り口の総称として「玄関」という言葉を使っているので、こうした場所も玄関といって
1,分子を消去すると、すなわち、紫外線が当たると、ＮＯＸ（ＮＯとＮＯ２の総称）を触媒として、一個の酸素分子が二個の酸素原子に光解離されたことになる。この
2,福祉の運用１障害者手帳とその対象者障害児（者）とは身体・知的および精神障害者の総称であり，長期にわたり日常生活または社会生活に相当な制限を受ける者をいう。わが国に
3,ていけるよう，ライフスタイルを築いていくことが望まれている。▼１コンピュータ・リテラシーコンピュータ操作能力の総称。▼２メディア・リテラシーコンピュータをはじめとする情報関連機器の利用能力の総称。図２わたしたち
4,からの退去を命じた。十八日付「覚」では、キリシタン宗門を「八宗九宗」（各仏教宗派の総称）の一つとしながら、同宗門の「押付け」（強制）を禁じ、大身層の
5,仏教の隠語で米の粒を表す言葉シルバースプーン、フォーク、ナイフなどの食器の総称縦飯〈たてめし〉日本料理のこと。それに対し、西洋料理は横飯。たま赤貝のこと。
6,正客がすぐに定座につくと床の前をふさいでしまうため、連客（客の総称）の床拝見の邪魔にならないよう仮座（かりざ）に座る。末客が釜
7,ように、内側にファスナーつき。ハイブーツトップランが膝のすぐ下まで達しているブーツの総称です。「ハイトブーツ」、「ニーブーツ」ともいいます。↓カウボーイブーツウエスタンブーツの一種です
8,拠点だ。品川駅港南口直結の「品川グランドコモンズ」は、品川イーストワンタワー、太陽生命品川ビル、品川三菱ビル、三菱重工ビル、品川インターシティの総称で、人気シェフのレストランや都市型ホテルが続々とオープンしている。（広域図Ｐ百三十一Ｃ５）街ナビ
9,）から選べ。（１）特定の有機物質のきわだった特徴を利用した化学製品の総称。（２）軟質ポリ塩化ビニルに多量に含まれていて，溶出により環境汚染の懸念が
10,上述したように，デイサービスやショートステイおよび居住サービスなど，痴呆性高齢者を対象にした各種在宅介護サービス事業の総称として用いられることが一般的であるが，ここでは，居住サービスを実施している施設のみを
11,は血管を流れる血液だけではなく、体内全体に栄養分をゆきわたらせる体液（体内の液体成分の総称―血漿・リンパ液・組織液など）をさしている。このように〈気血〉とは要するに「
12,意味で政治行動論とは、科学としての政治学の確立を求める自覚的な政治現象に対するアプローチの総称といってもいいすぎではない。この発展としてすぐ後に触れるように、政治行動論は千九百六十年代以降
13,」ということで、こうなりました。もともと、哲学は、「学」の総称でした。形而上学も、哲学の一部（第一哲学）でした。しかし、はじめに自然科学
14,湯釜などでは現在も噴火活動の兆候が見られる。草津白根山というのは白根火山の総称で、多くの噴火口や火口丘などがあって、複雑な地形を見せているが、
15,」といいます。↖デッキシューズヨット、ボートなどのデッキ（甲板）ではく靴の総称。アッパーがキャンバスか水に強い厚手のオイルアップレザーで、本底には濡れたデッキで
16,幻夢を楽しんだにちがいない。【二百四十一ページ図版解説】シダは維管束植物のうち、種子をもたないものの総称。一般的にシダ類といわれるものは真正シダ類ｆｅｒｎのこと。その生活史は、独立生活を
17,は「接点」で生まれるブランドは、消費者の頭のなかに生まれた意識の総称です。ブランド価値は、その総称に対して消費者が持っている意味に、どのくらいの価値が
18,すなわち、これらから邪馬台国とは、女王国を含めた女王の支配するすべての国の総称であり、その戸数が七万余ということになる。このことは、『晋書四夷伝』にある「
19,て、スキンク、トカゲモドキの類やや誤解がある。トカゲはまさしく、有鱗目トカゲ亜科の総称。また、ニホントカゲＥｕｍｅｃｅｓｌａｔｉｓｃｕｔａｔｕｓのことを、ニホンカナヘビＴａｋｙｄｒｏｍｕｓｔａｃｈｙｄｒｏｍｏｉｄｅｓと対比して
20,中学校程度の教育課程を実施するものの、制度としては「中学校」以外で設置されたさまざまな教育機関の総称―あるいは俗称・通称―だったのである。各種学校として設置された事例が多いが、実業補習学校（
21,などに含まれるリノール酸が、化学的に変化してできた物質（共役リノール酸、異性化リノール酸）の総称のことである。このＣＬＡには、大きく３つのダイエット作用が期待できる。アドレナリンの分泌
22,。野に生える蒜の意味で、蒜とは臭味に刺戟をもつネギ・ニラなどの総称。鱗茎は白色で径１〜１．５ｃｍ。茎は直立して高さ三十〜六十ｃｍ。葉は太さ２〜３ｍｍの
23,の異なる二個以上の物が結合した場合に、所有権の得喪を生じること。付合・混和・加工の総称。
24,授産施設において行われる要援護者の自立、自活、社会復帰のための訓練、職業供与等の活動の総称です。これらの訓練等の課程で製作した作品等を、授産施設が他に対価を
25,の理解と協力が必要となっています。＊２ブラックバス：オオクチバス及びコクチバスの総称＊１特定外来生物等専門家会合：「特定外来生物による生態系等に係る被害の防止に関する法律」に基づき、
26,の部姓を与えられた。「夷俘」は身分ではなく「蝦夷」「俘囚」の総称とみるべきである。また位階および六ランクのいわゆる蝦夷爵による序列化も行われた。前者
27,ビタミンとは化学物質の名前ではなく、たとえばビタミンＣなら、「ビタミンＣの働きをする化学物質の総称」のことです。一番有名なのがアスコルビン酸です。
28,をはじめ、大小約五十基の前期古墳が密集。萱生（かよう）、柳本、纏向の三古墳群の総称として用いられる。苅谷あの当時、東田大塚（桜井市）周濠の調査をやっていた
29,一期［いちご］一生涯。一札［いっさつ］一通の書付・証文・手形などの総称。文書の表題・巻頭に用いられる。一束［いっそく］百を一束と呼び、
30,、「関係―種子」、「関係―人間」、「関係―本」など、タイトルの総称に「関係」という言葉を使い、物の存在の根幹的あり方を表現しようとしている
31,いう風に説明したらいいですか？工業所有権（意匠権、特許権）、著作権、商標権などの総称です。
32,の略で、様々な情報交換を通じて国民の意見を聴取し行政に反映していくための手法の総称。実施形態としてはいろいろなものがある。国さらに国民とのコミニュケーション推進を図るため
33,「社会の義務」です。※労働保険とは？「労災保険」と「雇用保険」の総称です。●労災保険業務上の災害や通勤災害に対して必要な給付を行います。●雇用保険
34,社会生活を営む上で様々なハンディキャップを負っている人々を援護する目的で設置されている施設の総称である。第Ⅴ‐５‐１表社会福祉施設の状況（昭和六十二年十月１日現在）（注）
35,潮の流れのこと。●うわもの（上物）主に中層や上層に生息している魚の総称。磯釣りの底物と区別して用いられる。え●エギ（餌木）アオリイカを釣るための
36,、生命を賭けたアフリカ大陸探検家たちへの献花なのである。【二百二十五ページ図版解説】ユリ科Ｌｉｌｉａｃｅａｅの多肉植物アロエ属の総称だが一般にはキダチアロエＡ．ａｒｂｏｒｅｓｃｅｎｓをいう。約三百種が知られ、アフリカ南部〜中部の
37,１コンピュータ・リテラシーコンピュータ操作能力の総称。▼２メディア・リテラシーコンピュータをはじめとする情報関連機器の利用能力の総称。図２わたしたちの身の回りの情報図３ＩＣカードの機能例４生活にかかわる
38,機械式クロノグラフ時計は純粋なる時刻時計機能の他に簡単なアナログ式ストップウォッチ機能が追加されているモデルの総称で御座います。この機能に追加して外周リングに回転式計算尺ダイアルを装備させたのがブライトリングの
39,すなわち市場リスク及び信用リスクが主に取り上げられます。市場リスクとは，為替リスク，金利リスク，価格リスクの総称です。１為替リスク為替リスクとは，為替レートの変動によって生じる損失の可能性をいい
40,られる公共的な開発計画に関して実施されるもので，フィージビリティ調査，マスタープラン調査，各種資源調査，地形図作成，地下水開発調査等の総称である。八十四年度は，百八十九億円の予算規模（外務省予算及び通商産業省予算）をもって，二百十二件にのぼる調査を
41,ための催物で，一定の目的をもって開催される国際会議・国内会議，セミナー・シンポジウム・学会，各種大会，展示会・見本市などの総称をいう。コンベンションが都市に与える効果は，経済効果はもとより，産業刺激効果，情報発信効果，文化振興効果
42,）糖尿病性腎不全の冠動脈疾患冠動脈疾患は虚血性心疾患と同義で，心筋梗塞，狭心症，無痛性心筋虚血をひっくるめた総称です．糖尿病患者の冠動脈疾患は，非糖尿病患者に比べて多くの特徴を有しています．１
43,バイオマス元年バイオマス（ＢｉｏＭａｓｓ）エネルギーとは、生物体を原料としたエネルギー資源の総称であって、再生可能なエネルギー源として将来最も期待できる資源であろう。バイオマスの構成成分は基本的には
44,値する生活が不可能または危殆化した場合に，必要な援助を国家に要求していく権利の総称である。こうした社会権という考え方は，資本主義が急速に発達した十九世紀の西ヨーロッパ
45,、しばしばこの行動を見せる。シャチのスパイホップ。ハクジラクジラ目のなかの、ハクジラ亜目の総称。マッコウクジラやシャチなどがいる。ふつう口の両顎に歯が並び、魚類やイカなど
46,カービングスキー＝製造技術の進歩によって、昔のスキーに比べてカービングターンがやりやすくなったスキーの総称。＋純粋なカービングターンは難しいが、サイドカーブによって初心者や力のない人でも昔
