,0
0,れた。唯一の解決策は食堂つきの安い宿泊所を探すことだった。駅の案内所で二十分過ごしたあげく、彼は広州作家協会会長の楊軻女史に電話をかけることにした。
1,祝）〜４日（日）の午前十一時十分〜※先着三十組。午前９時から案内所で整理券を配布。２ペンギンとダイバーのふれあいランチタイム日時＝１月１日（祝）〜
2,になりますからね。病院に行くなら、内科か消化器科ですね。大きな病院なら案内所があるので、症状を言えば、教えてもらえますよ。
3,てきて事なきを得たが、帰りの航空券等もろもろのはいったバッグを、案内所のカウンターに置き忘れかけたらしい。フィナーレ間近で、そろそろ疲れ、かつ、たるんできたよう
4,７日（水）の午後０時十五分〜０時五十分※先着十五人。午前十一時三十分から案内所で整理券を配布。■新春折り紙教室お正月飾りやお魚の折り紙を作ります。ペンギンの折り方
5,からお昼ごろ、こちらに向かって発って来ました。新幹線に乗る前に駅の案内所で、今度の列車で大丈夫ですかと聞いたんです。新花巻まで行きたいんだ
6,、各支所地域振興課、中央公民館、中条・川治・吉田・下条・水沢の各地区公民館、市役所本庁舎売店、クロス十、キナーレ、ほっくほく何でも案内所、ブックス平沢（妻有ＳＣ店・シルクモール店）、サウンドエース（リオンドール店）、オプト・ニワノ、野上書店、共立観光（株）、文具館タキザワ
7,洗う。缶ジュースを買う。もう一本の煙草に火を点けてベンチに腰を降ろし案内所でもらったロードマップに目など通しているうちに、いつの間にか「ハイ」
8,は、どこも安心できるはずなのだが、きょうはたっぷりと時間もあるのだから、案内所に頼らずに、自分の目で確かめて確保しよう。もっとも当てずっぽうに探したのでは
9,つかない。やせても枯れても、ここはオリエント急行の国際的な駅なのだ。案内所ぐらいはあってもよさそうなものだが、だれに聞いても首を振る
10,案内所数である。・東京及び京都は，ＴＩＣである。・このほか，地方公共団体独自に外国人対応可能な案内所を設置している場合がある。４案内標識の整備空港や駅等における案内表示については
11,）（ウ）鉄道事業者等による案内所等鉄道事業者においてもターミナルや列車内等において外国人のための案内所を整備等の対応を行っている。東京都では、国際観光振興会及びＪＲ東日本の協力を得
