,0
39,にお応えできない場合があります。詳しくは▼秋の有田陶磁器まつり実行委員会イベント部会（有田商工会議所）☎四十二．四一一一図書室からこんにちは十月の図書室の開館時間・休館日・生涯学習センター図書室（☎四十三．二三二七）火〜金曜十時〜十八時
40,打ち解けられないエミーの気持ち、僕にもなんとなくわかる気がした。図書室には、詩集もたくさんあるよ。わたしが読んだのは、「いそがなくてもいい
41,渉は小部屋のひとつを通り抜けて、廊下をやってきたふたりといっしょに図書室へ入った。そして、書棚から短編集を抜き出した。「これです」岩盤男
42,図書室休業のお知らせ２月十九日（火）〜二十六日（火）は「特別整理日」のため図書室は休業となります。休業期間中の本の返却はイリス外側にある図書返却ポストを利用してください。
43,を双肩にになうことである。なんのためにそんな苦労をするのか。豪奢な図書室で詩を読んだり、壺や彫像を眺めたり、あるいはまた、膝にエウニケの
44,、迫力ある構図で覇を競っていた。昆虫、天文、乗り物など、小学校の図書室には各社のものがズラッと並んでいた。大阪万博が開催されたころの京都
45,」を意味する観念連合語であることを推論する。海は母の象徴だそうだ。なお、図書室で啄木全集にあたってみたら、野口米次郎の英詩集「東海より」をほめたたえた啄木の時評
46,をあげたときはいつもの笑顔にもどっていた。「ごめんね。ひどい図書室の主だね。」わたしは自己嫌悪で顔があげられないまま図書室をで
47,靴／５日と同じ十ＴｈｕｒｓｄａｙＣ＋ｃ＋ｉ依頼者からの質問に回答するため、図書室で過去の資料をじっくり読み込みます書類作成のため、過去の判例を調べるのも、
48,の完全な秩序がルネサンス的だし、そこには、全体に穹窿天井を架けた美しい図書室（千四百四十四完成）もある。さらにメディチ家のため、カファッジョロ、カレッジ、トレッビオのヴィラを再設計し
49,なあ。ちょいと行ってくる」能勢はデータベースの検索さえせずに、まっすぐに図書室の一角へ向かう。秋葉図書館の全蔵書の動態情報まで頭に叩きこんでいるのではないか。文子が
50,いった。そして「もしそんなカネがあるんなら、本でも買って稲穂小の図書室に石原慎太郎コーナーでもつくんなさい」と提案した。後日、関係者が本のリストを送る
51,との極貧生活のなかで、出久根の唯一の慰めは読書だった。学校の図書室にある本はすべて読破し、水戸からひと月に一度くる移動図書館の本を、架空の
52,ているが、一向に効き目がない。土曜日の朝早く、ロー・スクールのまだ人けのない図書室に入ると、金曜日の夜までの戦いのあとそのままに、見渡す限り机の
53,ており、第一回は「ベルギー象徴派の画家たち」です。さらに「コレクションギャラリー」と隣接する美術館の図書室「アートライブラリー」をリニューアル。こちらも無料で利用できます。ぜひ美術館を訪れて、多彩
54,てみると、次のような答えが返ってきます。「昨日の放課後、図書室のドアの前で純子とばったりと会った」「今日、学校へくる途中、
55,電気設備工事が完了しました。次のとおり再開します。貸室等３月十日（月）から。図書室３月十一日（火）から。■絵本の読み聞かせの会日時・内容３月十二日（水）「
56,ガソリンスタンドに車を停めていたら、その前を通りかかったのさ。向こうが。―図書室へ行かないか。その短編集とやらを見てみたい」岩盤男は椅子を引いて
57,水）「はなをくんくん」ほか。いずれも午後３時〜３時三十分。会場１階「図書室」。対象幼児以上。読み手ふしこ絵本の会「どんぐり」。栄地区センターから■お話の扉お話を
58,た詩歌集。千八百三年、ボイレン修道院が国有化されることになり、調査が行われた。その結果、図書室から古い歌を集めた写本が発見された。その中の歌は約三百編にのぼり
59,た。これは二十一世紀に向かう現代にも生きる大切なポイントである。ワイマルのゲーテハウスの図書室ワイマルのゲーテハウスにある立ち机ゲーテの収集した骨の標本
60,は、校長先生にとって、うれしいことに違いなかった。結局、その日は、一日中、みんな図書室で過ごすことになった。そして、それからは、雨で外に出られないときと
61,快適性を確保するため，事業費十七億円をもって四十八か所の緑道の整備を実施した。なお，図書室，集会室，視聴覚室等を有する多目的体育館等を設け，地方生活圏の中心都市等における文化活動の拠点となるカルチャーパーク
62,実に意外で、本当にありがたいことだと感謝いたして居ます。それに先日から図書室のお仕事で室の内も温まつて居り、他の方達とも御一緒においでになれること
63,「この度は、貴著『マジックバスケット』を図書室に御寄贈いただき、まことにありがとうございます。新着図書の棚に置かせていただきましたところ、
64,受付で生駒市図書館利用券を提示―生駒市図書館利用券を持っていない人は、事前に最寄りの図書館か図書室で作ってください。◎問い合わせ＝中央公民館（☎七十五．〇一〇一）、北コミュニティセンターＩＳＴＡはばたき（☎七十一．三三三一）、南コミュニティセンターせせらぎ
65,ことを話し合って決めています。ルールを守るために、「ろう下を走らない」「図書室の使い方を考えよう」などの議題について話し合い、取り組みました。また、みんな
66,には十一月末ごろにハガキで通知します。詳しくは▼町住民環境課☎四十六．二七三四図書室からこんにちは十一月の図書室の開館時間・休館日・生涯学習センター図書室（☎四十三．二三二七）火〜金曜十時〜十八時土・日曜十時〜十七時
67,沈んでいた。昼食後、ヒーローはなんとかサー・リチャード・ロッケリーがひとりになったところをねらい、図書室に連れこむと、十分ほどかけて自分の不安のいくばくかを熱心にうちあけ、助力
68,となる。行政の努力で少しでも減額すべきである。本来地方自治法の規定によって、図書室の設置で研鑽を重ね、検査権や調整権や監査請求権等のオンブス活動に取組むべきであり、共々
69,たどり着き、教室に入るというみちのりを段階を追って進んでいく。しばしば保健室とか図書室への登校が、教室に入る前段階に置かれることがある。二つ目の接近は時間的
70,２月十六日（月）試験日▼平成二十一年２月二十六日（木）詳しくは▼県立有田窯業大学校☎四十二．三一四四図書室からこんにちは新書紹介なぜ君は絶望と闘えたのか〜本村洋の三千三百日〜門田隆将著判決
71,よ！」この家は沸き立っている二十世紀に浮かぶ島であり、この家の中の図書室は、二十世紀というよりは、十七、十八、十九世紀を代表するもう一つの島だっ
72,言葉にやけに堂々と答えて、朱雀剣を両手で持ち直す。「面倒臭いから、図書室までこれで突破しちまうぜ。おふたりとも、ちゃんとついてきてね」「マジ？
73,本、お読みになりましたか？『國岡獅朗短篇集』」「え？」「図書室にある本です」「図書室か…ずっと覗いてないな。どっちにしても、ここ
74,２司書資格を有する３平成十一年４月１日以降、図書館法による図書館または学校教育法による学校に設置されている図書室または図書館において従事した経験が３年以上ある／採用予定日＝平成二十一年４月１日／第一次試験日
75,しんごさんは，頼朝がどのようにして武士をしたがえていったかを，図書室の本などを使って調べました。「頼朝は，家来になった武士たちに
76,であることは明白であった。ある日のこと、ローガンの友人であるネイサン・トリンブルが、図書室をのぞきにきた。彼は新聞記者で、列車の乗り換え時間を待つあいだのひまつぶしに
77,そして、それからは、雨で外に出られないときとか、いろんなとき、この図書室は、みんなの集会所にもなった。そして、ある日、校長先生は、いっ
78,。『数学ガール』日坂水柯・結城浩／ＭＦコミックス放課後の図書室は、やっぱり数学！数学×青春の導く無限の旅へ行こう！世界初数学ラブコメ登場！
79,海水の流れのようす、灯台の位置などがかきこまれています。さっそくコンセイユが図書室へいって、その海図をかりてきました。三人は、ながいあいだかかっ
80,千九百二十七年八月八日―他の獄中の同志ベルティへの手紙）多くの囚人は刑務所の図書室を馬鹿にしています。たしかに、一般に刑務所図書室の蔵書にはまとまりがあり
81,れた木の窓からは、鉄棒のある中庭が見えた。広々とした図書室には、本棚と大きな机が並んでいた。私は、西日の射す放課後
82,などの講座や講習会を開催しています。ホールや集会室などは貸室としてご利用できます。図書室もあります。■開館時間／午前９時〜午後９時■休館日／年末年始※図書室■開室時間
83,ているんだろうなとか、去年、下田の海水浴場に行った時の水着姿とか、図書室でおっぱいを触った時の感触なんかを、思い出したりしていたんです」大地
84,すべてがひとつの部屋にあるメイン・ライブラリー」だった。西部の図書館員のほとんどすべてが新しい図書室を得て、最終的には独立した図書館の建物を得たいという切望を表した
85,その下にショットガン法、プライマーウォーキング法、段階的欠失法と選択肢が記される。映子はゲームの中で図書室に出向き、それぞれの長所と短所を調べなければならなかった。ようやく見当がついてショットガン法を
86,で前髪をかきあげて、諒は呟いた。「どうすりゃいいって、これはやっぱ図書室のドアを閉めてくるのがいちばんいいんだろうなー」「どうやって閉めに
87,な顔で立っていた。「大沢さんて、ときどきはっきりいいますね。」図書室のすみから見ていたのは鈴木くんだったと、わたしはぼんやり思いだした。
88,可能だが、講堂や講義室などのホール部門、そしてワークショップや各種講座を開く実技アトリエ部門、また図書室やビデオテーク、ハイビジョン・コーナーのような情報部門に大きく分かれよう。いずれも入りやすくて開放的な設計で
89,ことです。限られたジャンルの本が、十年一日のごとく並んでいる学校の図書室。学級文庫として各教室に備えられている本にいたっては、寂しい限りだと聞きます。そもそも大人
90,調べる。２．聖武天皇が活やくしたころの世の中のことがくわしく出ている年表を，図書室や地域の図書館などで探す。３．年表の中から，大仏づくりに関係がある
91,は▼（独）雇用・能力開発機構佐賀センター☎０９５２・２６・９４９８寄付ありがとうございました（敬称略）■大山小学校図書室へ・図書カード／■■■■■（広瀬）ふるさと大使シリーズ有田に寄せる想い「佐賀・有田ふるさと大使」
92,方からお礼状という形で出版社のほうにお手紙をいただきました☆☆☆実は先日図書室に「マジックバスケット」を寄贈させていただいたのですが小さな行き違いがありましてすでに一冊学校図書室の
93,（水）「せんたくかあちゃん」ほか。いずれも午後３時〜３時三十分。会場１階「図書室」。対象幼児以上。読み手ふしこ絵本の会「どんぐり」。お出掛け、車から離れる
94,の苦闘を、圧倒的な事実と秘話で綴る感動の記録。（生涯学習センター図書室所蔵）十二月の図書室の開館時間・休館日・生涯学習センター図書室（☎四十三．二三二七）火〜金曜十時〜十八時土・日曜十時〜７時
95,。●図７ギムナジウムでの講義の光景。●図８ギムナジウムの図書室。新しい教育理念旧修道院の聖堂は、内陣についてはギムナジウム開設後もザンクト・トーマス小教区の所有となり
96,おじいちゃんのごくらくごくらく」ほか。いずれも午後３時〜３時三十分。会場１階「図書室」。対象幼児以上。読み手ふしこ絵本の会「どんぐり」。
97,へでようかと思ったけれど、クラスの人たちに会うのがいやで、また図書室へいって、かねが鳴るまで本を見ていました。赤い袋のなか
98,を有効に活用しましょう。◇読書コーナーを企画しよう写真やポスター、本を飾って、図書室に特設コーナーをつくります。◇好きな本のランキングを調査しよう好きな本をアンケート調査し
99,して演じられる不思議な人形劇をみつめているほかはない。そして、知識を宿す古い図書室に移り住んだ主人公が、プトレマイオスやダンテや、二人のベーコンやチャールズ・ダーウィンといった人物の著作
100,ていた。未亡人になった王妃カロリーヌがアマリエンボリに建てたという、豊富な蔵書を誇る図書室にアンデルセンは招待されたこともあった。その頃のアンデルセンの日記を見ると、異母兄弟
101,このホテルの地下の図書室に行ってみたい！！このホテルに長期滞在して、ここの図書室の本を片っ端から（外国語本は飛ばして〜〜ｗｗ）読んでみたい！！
102,押しつけられでもしたみたいに、だんだん低くさがっていった。それから、立ちあがると、図書室から出ていった。「驚いたな！」トリンブルが言った。「あいつ
103,毎日法廷に通ったけど、シロともクロとも判断がつかなかったよ。ま、とにかくこの図書室の近くに肉切り庖丁をおかないことだな」そう言いのこすと、彼は別れを
104,は募集人数■市立高等学校等図書司書（実習助手）〔２人〕業務内容＝各教科指導の補助的な業務および学校の図書室で図書司書の専門的業務／勤務地＝市立高等学校または中等教育学校／応募資格＝次の１〜３のすべての要件
105,ここで生まれ育ったクインシーは慣れているらしく、平気な顔でどんどん進んでいく。図書室のドアをクインシーが開けると、前には気づかなかったが、石の床に
106,になります。当選者には十一月末ごろにハガキで通知します。詳しくは▼町住民環境課☎四十六．二七三四図書室からこんにちは十一月の図書室の開館時間・休館日・生涯学習センター図書室（☎四十三．二三二七）火〜金曜十時〜十八時
107,なった。そして、ある日、校長先生は、いった。「そのうち、図書室の近くに便所を作ろうな」なぜなら、みんな、ギリギリまで我慢して本を
108,のホームページをご覧いただけます。みんな集まれ！放課後子どもひろば平日の放課後に、小学校の校庭や図書室などの学校施設を利用して子どもたちが自由に集い、自主的に活動する遊びと学びの場
109,空気が、三人の顔を激しく叩いた。暗闇から叫び声が上がっていた。図書室がある翼の下には、あわてふためき、あちこち奔走する人影が見える。警鐘の金属音が
110,２月６日（水）「ももたろう」ほか。午後３時〜３時三十分。会場１階「図書室」。対象幼児以上。読み手ふしこ絵本の会「どんぐり」。栄地区センターから■お話の扉日時１月二十六日
111,な支援者になった）。リチャードソンの家、ファーリー・キャッスルには膨大な古書をそろえた図書室と化石や岩石標本のコレクションがあった。スミスとは農業協会の会合で初めて顔を
112,が必要なので、別に劇場として設計するべきである。あまり多目的の空間利用は賛成できない。図書室は、画集が多いので本棚や机は大きめに、一般用の開架式の部屋の他
113,なお、特別整理の実施に伴い、２月の室内整理日はありません。問合せ：総合文化会館イリス（図書室）☎（五十二）三千二百二十一人口・世帯数平成二十年１月１日現在＊（）内は前月比
114,探していた。彼にとって、とアンナは思った。私は馬以下なんだ。図書室を発見したことで、居候の気分と別れることができた。大きな部屋には三つの
115,の更新を行い情報教育の充実を図ります。放課後子ども教室放課後子ども教室事業を石井小学校で実施します。図書室で授業終了時から午後５時まで、教科学習を主として年間百五十日程度開催するよう計画しています。国民健康保険事業
116,成田を例にとれば、時間をつぶそうとしてパチンコ屋や麻雀屋や、サウナ、図書室、ゲームセンターなど時間つぶしができる施設は探しても見つけることはできない。辛うじて女性は
117,紙芝居・ＣＤ・ＤＶＤは壊れやすいので、返却ポストには入れず開館時に返却カウンターにお返しください。●公民館などの図書室の休館日は、各館にお尋ねください。●１月６日（火）は通常どおり休館です。年末年始
118,部屋のベランダに現れたのである。これにはさすがに驚いた。階下の図書室に行って本を取って戻ってきたら、庭に面したベランダから少年が
119,こそは違う。一年として怠ることなく作品を出品し続けた官展での評価と上下両院の図書室の壁画制作という実績に加え、その官展の審査委員職と美術局の委員会の委員職とを務める
120,なのか井戸端会議なのかわからないくらいだし、梅村さんはおとなだ。それに図書室に出入りする者はみんな、去年きたばかりのわかくてきれいな梅村さんが好きだ。
121,はずかしい。わたしは鈴木くんをふりはらうように目のまえの生徒会室にかけこんだ。生徒会室と図書室はおなじ三階の両端にある。わたしは鈴木くんのまえでドアをピシャリとしめた
122,、中学に入学した十二歳の春だった。小学校の図書館は蔵書も少なく、図書室という程度のものだったが、中学校のそれは独立した空間で、体育館の隣
123,つまり、卿は知っていたのです。卿はいなかったと証言できる人間が、図書室にはいなかったことをね。もちろん、その三十分間に、ユーステス卿はうら口から
124,ところなどは，介助者が手伝ってあげましょう。・車いすのまま，教室や水飲み場，図書室などをまわってみましょう。●体験を通して感じたことを話し合ってみよう。障害の
125,日時・内容２月十三日（水）「おでんおんせん」ほか。午後３時〜３時三十分。会場１階「図書室」。対象幼児以上。読み手ふしこ絵本の会「どんぐり」。栄地区センターから■大人も楽しめるお話の世界
126,のアーチ窓になっており、窓の桟にも学生が腰かけている。同じ棟には図書室も設けられ、書架には鎖で結び付けられた本が並べられて、学生たちが
127,いろいろな新素材の特徴や機能について，次の用語などをキーワードにして，図書室やインターネットを使って調べよう。・エンジニアリングプラスチック・炭素繊維・機能性高分子（レンズ，人工臓器）
128,ず、ドアをそっと閉めた。傷痕はまだズキズキと痛んでいた。ハリーは図書室でロンとハーマイオニーを見つけた。アンブリッジが一番最近出した山のような宿題に
129,あげた―その言葉がわたしの背をたたく。いかなきゃいけない！わたしは図書室のまえをなんどかいききし、十数回めの深呼吸をして、火の中に飛びこむつもり
130,終いにはアメリカン・ユニバーシティーのロー・スクールと静かな図書館を求めてずいぶん放浪した。もっともロー・スクールの図書室を避けたのは、二年、三年と進むにつれて知り合いが増え、ロー・スクールにいると
131,高さに定評あり。カピタン・クレブニコフ号には、ホテルのような快適なキャビン、プール、ジム、図書室などがある。ヘリコプターも備えており、ゾディアックだけでなく、空からの南極も楽しむことができる。
132,に人の心を引く。家の内の部屋はみな広い。私が書簡室即ち図書室として占領している部屋は、長さ三十フィート、幅十八フィートで高さは十四フィートある。これがこの
133,のこうのよりも…主人公たちが、どうのこうのよりも…このホテルのこの図書室の魅力に引き込まれましたね。（そんなんで、いいのかぁ〜？（；＾＿＾Ａ
134,あって明るかった。玄関を入った左側は二教室分の広い職員室で、その隣は図書室だった。教室割りが済んだ後は、入学申し込みの書類をもとに組分けをし
135,答えられないんだろうな。あー、やだやだ。｝おばさんか今日はね、図書室にいたｗもう１人授業出てない子がいて、国語の先生が連れ
136,。海の底のかり博士たちは、毎日、のんきにすごしていました。図書室で本をよんだり、博物館で絵をながめたり…。それに、ノーチラス号は
137,全員そろって広間で勉強する。ブリアンやドニファンたち上級生が交替で、下級生に教えることになった。図書室の本と自分たちがこれまでにならったことをたよりに、数学、地理、歴史
138,の保護権の恩恵を受けている。逆に、誰でも外から入ってきて図書室のある翼に近づくことができる。あとは鍵をかければすむ話だ」「あんた
139,ということができないからである。テニス用の壁とレーザー・コピー機―ありがとう、キャノンさん―で飾られた図書室。映画ごっこをするのではなく、いわばバイオリンを演奏するように映画なりビデオなりを演奏すること。
140,「こっちも、なし」「時間のムダだったわね」とテディ。図書室から出ながら、ベアトリスはうしろをふりかえった。「ドアがなくなったこと、どう
141,ついてまわったが、やがて飽々して受持の患者のときしか行かなくなった。図書室で本を読んでいると、看護婦がとんできて、「先生、何を
142,、もう一台、電車が来ていたんだけど、それが、冬休みの間に、図書室になっていたからだった。そして、何でも出来ちゃって、みんなが尊敬している小使い
143,司書さんが降臨する可能性ありｗｗｗｗまさかの展開ｗｗｗｗｗまぁね、図書室は相談室的に利用できると思うんだ。教師とは違う目線を持った人が居るって
144,とシンデレラ」を流してますｗ【一番最近読んだ本】探偵ガリレオ（高校の図書室で借りたやつ。【一番最近見た映画】最近見てないから分かん
145,ます」と好評です。また、メンバーの皆さんは、会場となっている手稲コミュニティセンターの図書室と協力して、子どもたちに絵本の楽しさを知ってもらいたいと読み聞かせを行っています。
146,を見て…ルームサービスで、美味しいもの頼んで、ベッドでゴロゴロして…で、また図書室へ…行ってみてぇ〜〜〜〜！！っと…それは、それ…主人公は
147,内容を整理しておく。３．準備必要な材料や器具をそろえる。４．探究・追究図書室やインターネットなどで下調べをしたり，観察・実験や調査をしたりして，結果を
148,ハリーの胃袋が、気持の悪い飛び上がり方をした。「やあ」「私たち、図書室に行ってるわ」ハーマイオニーがきっぱり言いながら、ロンの肘の上のあたりを引っつかみ
149,面接担当者は松井学長と秋山先生。直ちに採用と決定。それまで小泉老人が孤塁を守っていた図書室に、やっと若い有資格者（司書）が来た。大学図書館とは名ばかりで、
150,にたずねてみました。その時間には図書室にいた、という返事でした。図書室にいたほかのひとたちの名前をいえるか、とたずねると、ほかにはだれ
151,人か？ケルケや、チョコ闘士に問い合わせたが、教えてもらえなかった。母校の図書室や町の図書館で、しらべてみたが、わからなかった。エンプソンいわく…美の
152,まえでドアをピシャリとしめた。なに、あの男。へんなやつ。ときどき図書室で見かけるけど、いつも本に顔くっつけてすみにいる。本に没頭してるのか
153,去年の様子はコチラ〜：ｈｔｔｐ：／／ｂｌｏｇｓ．ｙａｈｏｏ．ｃｏ．ｊｐ／ｐｅｋｏｔａｎ＿ｍａｍａ／３２７１６８１８．ｈｔｍｌ今年は参加者として試食してきた〜♪まずは図書室で校長先生や栄養士の先生のお話を聞き１年生の給食の様子を撮ったビデオを
154,彼氏が、体を触ってきすぎで困ります。中学生なんですけど、図書室とかでしゃべってると、腕とか、胸とか、ひどいときには、
155,」板橋文夫／著「句集甲斐のそら」火野保子／著問合せ：総合文化会館イリス（図書室）☎（五十二）三千二百二十一人口・世帯数平成二十年３月１日現在＊（）内は前月比■
156,に見せる。これは見るだけで、開けない。子供ら、「ごちそうさま」といい、図書室へ行ってあばれる。五月に日本経済新聞の「私の履歴書」に出す写真をみんな
157,へ提出し、許可を受けることとなります。■詳しいお問い合わせは、高田体育館☎五十四．二二七六図書室だより高田図書室（高田公民館分室）☎５４‐２９１１午前十時〜午後６時火曜日定休本郷図書室（本郷公民館内）
158,？『國岡獅朗短篇集』」「え？」「図書室にある本です」「図書室か…ずっと覗いてないな。どっちにしても、ここで本を読んだことはない。だ
159,にも変化が起こった。二月のうちは大した驚きでもなかった。小学校の図書室に入り浸り本を読んでいた。卒業してからは町立の図書館に通い出す。朝家を
160,と言うように、バルガスは曖昧な表情をし、今なお炎に包まれている図書室を示した。「不思議だと思いませんか。なぜ火事が起こったの
161,、手が荒れてくるから、クリームを塗る。と…ｗｗ）一人で、図書室のソファに座って、ただ、読んだりめくったりしてみたい…。時々、外
162,。テーブルを立つときにお礼をいい、つぎにはレストランを出るとき、さらには図書室の入口でまた礼をのべた。そのおかげで、近いうちに静かな夜を
163,どこへ行っても彼の写真があった…建物の真ん中を延びる廊下に、図書室に、会議室に、コピー室に、コーヒールームに、といたるところにある…過去五十余年の
164,水）「まちんと」ほか。いずれも午後３時〜３時三十分。会場１階「図書室」。対象幼児以上。読み手ふしこ絵本の会「どんぐり」。■栄地区センターお話の
165,たという気がした。午後の授業の前に、ロンとハーマイオニーを迎えに図書室に行くとき、ハリーはほとんど体が弾んでいた。しかし、夕方の六時に
166,。キャンプとスノーシューイングは無料で提供。カヤックは四百五十米ドル。十日間のクルーズで三千九百九十米ドル〜。図書室、ラウンジ、プール、サウナなどの設備の揃った船を使用。★クリッパー・クルーズ・ラインＣｌｉｐｐｅｒ
167,わたしは、ユーステス卿に電話をかけ、じかにたずねてみました。その時間には図書室にいた、という返事でした。図書室にいたほかのひとたちの名前をいえる
168,んですね。」「ええ、知ってます。わたしが帰ってくると、おふたりとも図書室でした。シルヴィアは―すごくとりみだしていました。」「フランキー、聞いてください。
169,。江戸川乱歩の不朽の名作「少年探偵団」名探偵明智小五郎に助手の小林少年「ぼくらは少年探偵団〜♪」小学生の頃放課後の図書室でどっぷりハマって読みましたねぇ。千九百四十九年、帝都。第二次世界大戦は話し合いによって回避され、
170,なかったのよ。そして今夜、ここに来るのよ。ふたりきりになれるように図書室で会うことになってるの」ジャネットはカシーの顔をまじまじと見た。カシーの
