,0
0,読んでくれる人びっくりばこの皆さん※いずれも参加無料河北コミュニティセンター（市小路百九十二‐３ＴＥＬ４８０‐３６１０）休館：金曜日●絵本読みきかせの会日時９月十日（水）十四時三十分〜十五時三十分対象
1,）から電話か直接稲武基幹集落センター（☎八十二．三〇〇〇）※午前９時〜午後９時（月曜日は休館）精神障がい者ピアカウンセリング講座「仲間ということ自分ということ」●とき３月十五日（土）午後
2,金）〜三十日（火）の５日間は、定期清掃および機械調整等のため、臨時休館します。休館月曜日（月曜日が祝日の場合はその翌日）四季の郷公園（明王寺八十五）ＴＥＬ
3,（土）午後３時５分から三十分程度。※十月８日（水）は、施設点検日のため休館になります。詳細曙図書館（曙２条１丁目）☎（六百八十五）四千九百四十六手稲区体育館から◆
4,体育振興課（市役所十一階）で受付、受付初日のみ市民体育館でも受付。※郵送・電話・ＦＡＸ不可こども科学館８月の休館月曜日（寄合町十九）ＴＥＬ４２３‐０００２●プラネタリウム１夏番組「ポケットモンスターダイアモンド＆パールあつまれ！ポケモン・プラネットセンター」期間
5,３‐７開館時間午前９時〜午後５時入館料無料※十二月二十九日〜１月３日は休館問い合わせ文化観光総務課（☎８２９‐１１５２）●「■■■■■■■■展」十二月６日〜１月十八日一般＝
6,５７‐７２４０４月、５月は休館■ときわスケートセンターときわ町３‐８‐５ＴＥＬＦＡＸ６７‐４４６１４月、５月は休館公園利用および白鳥公園テニスコート（拓勇東町５丁目）利用の受け付け詳細道路維持課☎３２‐６４９１利用期間５月１日（
7,）から利用できます■沼ノ端スケートセンター北栄町３‐２‐３ＴＥＬ５７‐７２４０４月、５月は休館■ときわスケートセンターときわ町３‐８‐５ＴＥＬＦＡＸ６７‐４４６１４月、５月は休館公園利用および白鳥公園テニスコート（拓勇東町５丁目
8,十分場所こども科学館プラネタリウム定員先着百人（十五時〜整理券）詳しくは【こども科学館ＴＥＬ４３２‐０００２】休館月曜日（祝日の場合はその次の平日）入館料おとな三百円こども百五十円平成
9,火）から十九日（金）まで▽申込方法＝電話。ゴルフセットの貸し出しあり月曜は休館。くるめ市政ナビ・携帯用アドレスｈｔｔｐ：／／ｗｗｗ３．ｃｉｔｙ．ｋｕｒｕｍｅ．ｆｕｋｕｏｋａ．ｊｐ／ｋｎａｖｉ／ＱＲコード対応の携帯電話は、右記のマークから読み取れます天文台〒８３０‐０２０３城島町浜二百九十三
10,、講座名をはがき、ファクス、同公園窓口で受け付け。当選者のみはがきで通知月曜は休館。月曜が祝日の場合はその翌日。〒８３９‐０８３５山辺道文化館草野町草野四百八十七の１☎ＦＡＸ
11,での申込みはできません。◆問い合わせ丹波市公民館（☎６２‐３２２３／火曜日午後と水曜日は休館）へ専門援助講座「思春期の子どもと親の育ち」思春期の子どもの心理、親子関係
12,４月二十八日（月）・５月５日（祝）は開館、５月７日（水）は休館。）時間午前９時三十分〜午後５時（入場は午後４時三十分まで）。場所
13,業務を行います。◎中央公民館・各公民館・千手中央コミュニティセンター十二月二十九日（月）〜１月３日（土）休館◎博物館十二月二十七日（土）〜１月３日（土）休館◎市総合体育館・松代総合体育館十二月
14,８月４日（月）〜十一日（月）（９時〜十七時。８日（金）は休館）に官製ハガキを持参で。※申込多数の場合、抽選。税務相談室和歌山分室は、７月９日で
15,＝８月二十二日（金）▽申込方法＝電話、ファクス、電子メール、同館窓口。月曜は休館。ｙａｍａｂｅ１＠ｋｔａｒｎ．ｏｒ．ｊｐ〒８３０‐１１９２北野働く女性の家北野町中三千二百九十八の２☎七十八．五九三九ＦＡＸ七十八．五九九一【親子で
16,のみ有効。窓口や電話での申込不可）体力チェック室・運動指導室・健康ラウンジさわやか保健センター２階の体力チェック室・運動指導室・健康ラウンジは、土曜日が休館になります。ご理解とご協力をお願いします。献血のお知らせ１▷とき
17,）までいずれも午前９時〜午後４時まで（最終日は正午まで）※月曜日は休館（休日の場合は翌日）■観覧料大人五百円、小・中学生三百円（旧笹川家住宅と共通
18,賃金未払い、解雇、労災ほか。弁護士相談は要予約。申問県川崎労働センター☎８３３‐３１４１、ＦＡＸ８３３‐０１８０。◇幸図書館日吉分館の休館２月二十三日（土）は、設備点検のため休館します。問幸図書館日吉分館☎５８７‐１４９１、ＦＡＸ５８７‐１４９４
19,バレーボール用具や印刷機などを購入。利用者に喜ばれています。●旭川地区コミセンが来年３月末まで休館旭川地区コミュニティセンターは、大規模改修工事のため、十月十日（金）から来年３月末まで休館します。
20,７月１日から、弘前地区環境整備センタープラザ棟（☎三十六．三三八八、受付時間は午前９時〜午後４時、月曜日は休館）へ。※雨天や曇りの場合は、空飛ぶ工作の仕組みについて考え
21,毎週月曜日〔５月５日は除く〕、４月三十日（水）、５月７日（水）は休館。関連イベント（要申し込み）映画「ベンポスタ・子ども共和国」上映と恒松龍兵トーク日時５月５日（祝）午後１時
22,定期点検のため休館◆光の館：６日（火）・７日（水）休館◆ゆくら妻有：十二月三十一日（水）午前十時〜午後９時、午後９時三十分
